country_code,region_country_area,year,series,value,notes,source
748,Eswatini,2015,International migrant stock: Female (% total Population),2.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
748,Eswatini,2015,Total refugees and people in refugee-like situations (number),539.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2015,"Asylum seekers, including pending cases (number)",321.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2015,Other of concern to UNHCR (number),4.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2015,Total population of concern to UNHCR (number),864.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2020,International migrant stock: Both sexes (number),32858.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
748,Eswatini,2020,International migrant stock: Both sexes (% total population),2.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
748,Eswatini,2020,International migrant stock: Male (% total Population),3.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
748,Eswatini,2020,International migrant stock: Female (% total Population),2.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
748,Eswatini,2020,Total refugees and people in refugee-like situations (number),953.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2020,"Asylum seekers, including pending cases (number)",1049.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2020,Total population of concern to UNHCR (number),2002.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2023,Total refugees and people in refugee-like situations (number),1180.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2023,"Asylum seekers, including pending cases (number)",1419.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2023,Other of concern to UNHCR (number),12.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
748,Eswatini,2023,Total population of concern to UNHCR (number),2611.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2005,International migrant stock: Both sexes (number),514451.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2005,International migrant stock: Both sexes (% total population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2005,International migrant stock: Male (% total Population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2005,International migrant stock: Female (% total Population),0.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2005,Total refugees and people in refugee-like situations (number),100817.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2005,"Asylum seekers, including pending cases (number)",209.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2005,Other of concern to UNHCR (number),4110.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2005,Total population of concern to UNHCR (number),105136.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2010,International migrant stock: Both sexes (number),568748.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2010,International migrant stock: Both sexes (% total population),0.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2010,International migrant stock: Male (% total Population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2010,International migrant stock: Female (% total Population),0.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2010,Total refugees and people in refugee-like situations (number),154295.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2010,"Asylum seekers, including pending cases (number)",1028.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2010,Other of concern to UNHCR (number),47.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2010,Total population of concern to UNHCR (number),155370.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2015,International migrant stock: Both sexes (number),1161642.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2015,International migrant stock: Both sexes (% total population),1.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2015,International migrant stock: Male (% total Population),1.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2015,International migrant stock: Female (% total Population),1.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2015,Total refugees and people in refugee-like situations (number),702467.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2015,"Asylum seekers, including pending cases (number)",2871.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2015,Other of concern to UNHCR (number),348.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2015,Total population of concern to UNHCR (number),705686.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2020,International migrant stock: Both sexes (number),1085517.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2020,International migrant stock: Both sexes (% total population),0.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2020,International migrant stock: Male (% total Population),0.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2020,International migrant stock: Female (% total Population),1.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
231,Ethiopia,2020,Total refugees and people in refugee-like situations (number),770755.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2020,"Asylum seekers, including pending cases (number)",1853.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2020,Other of concern to UNHCR (number),1746657.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2020,Total population of concern to UNHCR (number),2519265.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2023,Total refugees and people in refugee-like situations (number),921822.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2023,"Asylum seekers, including pending cases (number)",4038.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2023,Other of concern to UNHCR (number),2731240.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
231,Ethiopia,2023,Total population of concern to UNHCR (number),3657100.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
238,Falkland Islands (Malvinas),2005,International migrant stock: Both sexes (number),1166.0,"A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
238,Falkland Islands (Malvinas),2005,International migrant stock: Both sexes (% total population),39.5,"A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
238,Falkland Islands (Malvinas),2010,International migrant stock: Both sexes (number),1436.0,"A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
238,Falkland Islands (Malvinas),2010,International migrant stock: Both sexes (% total population),49.5,"A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
238,Falkland Islands (Malvinas),2015,International migrant stock: Both sexes (number),1571.0,"A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
238,Falkland Islands (Malvinas),2015,International migrant stock: Both sexes (% total population),55.4,"A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
238,Falkland Islands (Malvinas),2020,International migrant stock: Both sexes (number),1957.0,"A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
238,Falkland Islands (Malvinas),2020,International migrant stock: Both sexes (% total population),56.2,"A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). For statistical purposes, the data for United Kingdom do not include this area.","United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
234,Faroe Islands,2005,International migrant stock: Both sexes (number),4583.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
234,Faroe Islands,2005,International migrant stock: Both sexes (% total population),9.6,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
234,Faroe Islands,2010,International migrant stock: Both sexes (number),5096.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
234,Faroe Islands,2010,International migrant stock: Both sexes (% total population),10.7,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
234,Faroe Islands,2015,International migrant stock: Both sexes (number),5485.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
234,Faroe Islands,2015,International migrant stock: Both sexes (% total population),11.4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
234,Faroe Islands,2020,International migrant stock: Both sexes (number),6812.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
234,Faroe Islands,2020,International migrant stock: Both sexes (% total population),13.9,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2005,International migrant stock: Both sexes (number),12434.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2005,International migrant stock: Both sexes (% total population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2005,International migrant stock: Male (% total Population),1.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2005,International migrant stock: Female (% total Population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2010,International migrant stock: Both sexes (number),13357.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2010,International migrant stock: Both sexes (% total population),1.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2010,International migrant stock: Male (% total Population),1.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2010,International migrant stock: Female (% total Population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2010,Total refugees and people in refugee-like situations (number),1.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2010,"Asylum seekers, including pending cases (number)",6.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2010,Total population of concern to UNHCR (number),7.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2015,International migrant stock: Both sexes (number),13751.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2015,International migrant stock: Both sexes (% total population),1.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2015,International migrant stock: Male (% total Population),1.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2015,International migrant stock: Female (% total Population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2015,Total refugees and people in refugee-like situations (number),12.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2015,"Asylum seekers, including pending cases (number)",8.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2015,Total population of concern to UNHCR (number),20.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2020,International migrant stock: Both sexes (number),14087.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2020,International migrant stock: Both sexes (% total population),1.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2020,International migrant stock: Male (% total Population),1.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2020,International migrant stock: Female (% total Population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
242,Fiji,2020,Total refugees and people in refugee-like situations (number),16.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2020,"Asylum seekers, including pending cases (number)",5.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2020,Total population of concern to UNHCR (number),21.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2023,Total refugees and people in refugee-like situations (number),16.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2023,"Asylum seekers, including pending cases (number)",5.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2023,Other of concern to UNHCR (number),0.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
242,Fiji,2023,Total population of concern to UNHCR (number),21.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2005,International migrant stock: Both sexes (number),192169.0,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2005,International migrant stock: Both sexes (% total population),3.7,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2005,International migrant stock: Male (% total Population),3.7,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2005,International migrant stock: Female (% total Population),3.6,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2005,Total refugees and people in refugee-like situations (number),11809.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2005,Other of concern to UNHCR (number),849.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2005,Total population of concern to UNHCR (number),12658.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2010,International migrant stock: Both sexes (number),228481.0,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2010,International migrant stock: Both sexes (% total population),4.3,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2010,International migrant stock: Male (% total Population),4.4,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2010,International migrant stock: Female (% total Population),4.1,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2010,Total refugees and people in refugee-like situations (number),8724.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2010,"Asylum seekers, including pending cases (number)",2097.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2010,Other of concern to UNHCR (number),3133.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2010,Total population of concern to UNHCR (number),13954.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2015,International migrant stock: Both sexes (number),314856.0,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2015,International migrant stock: Both sexes (% total population),5.7,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2015,International migrant stock: Male (% total Population),5.9,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2015,International migrant stock: Female (% total Population),5.6,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2015,Total refugees and people in refugee-like situations (number),11798.0,Data relates to the end of 2014.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2015,"Asylum seekers, including pending cases (number)",2622.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2015,Other of concern to UNHCR (number),1928.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2015,Total population of concern to UNHCR (number),16348.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2020,International migrant stock: Both sexes (number),386052.0,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2020,International migrant stock: Both sexes (% total population),7.0,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2020,International migrant stock: Male (% total Population),7.3,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2020,International migrant stock: Female (% total Population),6.7,Including Åland Islands.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
246,Finland,2020,Total refugees and people in refugee-like situations (number),23626.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2020,"Asylum seekers, including pending cases (number)",6878.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2020,Other of concern to UNHCR (number),2801.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2020,Total population of concern to UNHCR (number),33305.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2023,Total refugees and people in refugee-like situations (number),80189.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2023,"Asylum seekers, including pending cases (number)",5988.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2023,Other of concern to UNHCR (number),3403.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
246,Finland,2023,Total population of concern to UNHCR (number),89156.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2005,International migrant stock: Both sexes (number),6737600.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2005,International migrant stock: Both sexes (% total population),11.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2005,International migrant stock: Male (% total Population),11.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2005,International migrant stock: Female (% total Population),10.9,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2005,Total refugees and people in refugee-like situations (number),137316.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2005,"Asylum seekers, including pending cases (number)",41279.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2005,Other of concern to UNHCR (number),946.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2005,Total population of concern to UNHCR (number),179541.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2010,International migrant stock: Both sexes (number),7309986.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2010,International migrant stock: Both sexes (% total population),11.6,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2010,International migrant stock: Male (% total Population),11.7,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2010,International migrant stock: Female (% total Population),11.6,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2010,Total refugees and people in refugee-like situations (number),200687.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2010,"Asylum seekers, including pending cases (number)",48576.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2010,Other of concern to UNHCR (number),1171.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2010,Total population of concern to UNHCR (number),250434.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2015,International migrant stock: Both sexes (number),7878338.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2015,International migrant stock: Both sexes (% total population),12.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2015,International migrant stock: Male (% total Population),12.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2015,International migrant stock: Female (% total Population),12.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2015,Total refugees and people in refugee-like situations (number),264972.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2015,"Asylum seekers, including pending cases (number)",53827.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2015,Other of concern to UNHCR (number),1290.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2015,Total population of concern to UNHCR (number),320089.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2020,International migrant stock: Both sexes (number),8524876.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2020,International migrant stock: Both sexes (% total population),13.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2020,International migrant stock: Male (% total Population),13.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2020,International migrant stock: Female (% total Population),13.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
250,France,2020,Total refugees and people in refugee-like situations (number),419603.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2020,"Asylum seekers, including pending cases (number)",103771.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2020,Other of concern to UNHCR (number),1531.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2020,Total population of concern to UNHCR (number),524905.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
